"V1" "V2" "V3" "V4" "V5"
4.88422093560052 6.01366390711026 4.99156501554431 1.32952367346663 1.57260364418224
0.137367286025491 2.68249507485756 0.851108450588013 0.627591373422788 0.711247857245901
0.105694621989555 0.138802973670057 3.4308329481646 0.774544712018323 2.69266880474056
0.922023847082737 7.46493572465019 1.40106946445275 1.18748679518494 3.04294408282399
0.881401682158588 0.468986797600304 2.01298103307857 1.71290114558384 0.0111004597268017
2.70880460964722 0.975500457442897 0.722706248800824 7.53904792946492 7.94050720474247
2.58437575431181 3.14257692927258 1.12661638418957 0.719923691705608 2.38671466433242
3.75501183093903 1.68449115698519 0.763169825174304 1.60478137635507 3.30336064829463
1.80782910529749 1.86706861666423 1.81725247707361 0.298477696199353 1.81681416276389
1.93795266072056 0.39034522110778 1.64133833325254 0.166368342769549 1.30749337040603
0.546012601153689 2.87832940415693 1.93390051502341 0.461506334630531 0.268881484423228
0.416026800194145 1.09619507081388 1.11936759077045 3.4854339995408 0.716817005453306
2.38035913253841 2.8092061391041 2.88673841691248 1.49172603392573 5.51971035601177
1.9765726169643 0.483347594109944 1.03372189682782 0.608326252193389 1.31248286000288
5.31628089313159 1.88874710805887 0.267466248421287 0.441904026230387 0.880265147657356
0.0338419492079148 3.02450301905104 5.09889037194064 2.85286263961648 2.30022255972104
0.85742958473838 1.65810926061298 0.937700206917602 2.0112934252284 3.7245445651185
0.592410700695228 1.85384231481598 0.813762633343764 1.2333270926296 0.662043986678637
0.233321366125072 0.583254585780046 0.1939419651826 1.25661452122917 4.84066960465151
0.271780994008017 0.364437446992112 0.457423895355778 0.899761946574172 0.109294901987554
6.43520272803622 0.710808088770934 0.768755949181275 1.36678592807211 0.592212778712947
3.94432925190222 0.482473963663332 0.152446916801821 0.233825403089592 0.46203619003954
0.552251811064364 2.14547824510241 0.58106946917299 3.61127557396691 1.61387464558126
0.509777818866132 2.15507206183368 2.7643657138646 1.46624590389926 0.642091173462358
0.189833089457827 0.65310855395744 0.51474060674158 0.212558476960734 0.142204470697278
1.06572086870342 4.38996448158748 1.47035906783527 1.01037284074744 2.75538557354667
1.30203215257385 3.970891375502 6.26426285462232 6.2442340097163 7.73933964910138
0.21444360147564 3.72946457225581 0.15046636338182 1.08629241199464 0.00378202474600543
3.02640205333581 0.499119108693104 0.421679296902763 1.160083594307 1.45462857543624
3.94131242700603 3.49609892939791 0.483004781060366 0.0585519551459338 0.883328112727189
0.701219553518278 0.689034836339299 1.6004916122354 0.319218451426677 0.747542020818027
0.635947424075723 0.203132903821153 0.479085630561515 0.835874120780006 0.159457538247871
1.75568457715943 0.734020650031849 0.0996506418606614 0.409079494385615 1.04871590800519
3.90103163630984 1.96036940453965 2.68996618473573 1.37887078488699 2.4986921236686
0.945235897263251 2.42014304127876 0.31289941718465 1.98403436466152 0.0542669871209732
0.480953725560428 1.90544840423434 0.0491870530776067 3.16335715536239 2.05906092431179
0.427296830132196 3.08744611772064 0.0387663629169608 4.49903400429163 1.56652821022304
1.02522675285341 0.615972215246355 1.70293575481737 0.539288119419688 1.46098277969238
0.335252974145068 2.40490084321867 0.272401831853059 4.57641948709529 6.24675812846879
1.69522900970097 0.374465789014558 2.03017656377173 3.24016006284516 0.483115753044651
6.7333130276548 0.592794317422546 16.3099514776708 0.0473330322706322 4.28982214265588
1.29895215080348 1.66155310058604 2.19407321036496 1.33161468638792 1.95016465564914
2.93456218275591 0.491971394429224 0.796150487068801 6.13326814942776 5.39205947828843
2.88453126647929 2.25899758896023 5.84034525337683 2.75225791840626 10.5671274631059
